pair	inflected_pair	alignments	Source Language	Target Language
('address', 'problem')	('address', 'problem')	[('address', 'Lösung'), ('address', 'für'), ('problem', 'dieses'), ('problem', 'Problem'), ('problem', 'finden')]	This is perverse and it is in all our interests to address the problem .	Das ist ein unhaltbarer Zustand , und es ist in unser aller Interesse , eine Lösung für dieses Problem zu finden .
('ruin', 'career')	('ruin', 'career')	[('career', 'Laufbahn'), ('ruin', 'ruinieren')]	We have to set up facilities that fight doping on an international basis because , as we have seen , one false accusation can ruin a career or cast a shadow over an exemplary career , such as that of Linford Christie .	Wir müssen Möglichkeiten zur Dopingbekämpfung auf internationaler Ebene schaffen , denn , wie wir gesehen haben , kann eine falsche Anschuldigung eine Laufbahn ruinieren oder einen Schatten auf eine ansonsten beispielhafte Karriere wie die von Linford Christie werfen .
('make', 'remark')	('make', 'remark')	[('make', 'voranstellen'), ('remark', 'Warnung')]	We can and should do something , but I wanted to make that cautionary remark .	Wir können und sollten etwas tun , aber ich wollte meinen Ausführungen diese kleine Warnung voranstellen .
('address', 'problem')	('address', 'problem')	[('address', 'bei'), ('address', 'der'), ('problem', 'Suche'), ('problem', 'nach'), ('problem', 'einer'), ('problem', 'Lösung'), ('address', 'ansetzen'),]	You have to address the problem within the situation in which young people find themselves today .	Man muss bei der Suche nach einer Lösung bei der derzeitigen Lage der Jugendlichen ansetzen .
('address', 'problem')	('address', 'problem')	[('problem', 'Problem'), ('address', 'Lösung')]	You only have to look at the financial situation right throughout the European Union at the moment to see that we have a terrible problem here and one that is not going to be easy to address .	Wo auch immer Sie sich derzeit die finanzielle Situation in der Europäischen Union anschauen , so werden Sie feststellen , dass wir vor einem riesigen Problem stehen , dessen Lösung nicht einfach sein wird .
('address', 'problem')	('address', 'problem')	[('address', 'uns'), ('address', 'mit'), ('problem', 'Problem'), ('address', 'auseinandersetzen')]	That is the problem we have to address and we must address it now .	Um genau dieses Problem geht es , und damit müssen wir uns jetzt auseinandersetzen .
('address', 'problem')	('address', 'problems')	[('address', 'Lösung'), ('problems', 'der'), ('problems', 'Probleme')]	This combines action on the one hand to address immediate problems with longer term assistance .	Dabei werden Maßnahmen zur Lösung der vordringlichsten Probleme mit längerfristig angelegten Unterstützungsmaßnahmen kombiniert .
('address', 'problem')	('addressing', 'problems')	[('problems', 'problemen'), ('addressing', 'Priorität'), ('addressing', 'einräumen'), ('addressing', 'wird')]	The Swedish government has made it clear that it intends to prioritise what is known as the 3 Es during its presidency of the Union , and this relates to addressing the key problems of enlargement of the Union , employment matters and promoting environmental issues .	Die schwedische Regierung hat klargestellt , dass sie während ihres Ratsvorsitzes in der Union den Kernproblemen wie der Erweiterung der Union , der Beschäftigung und der Umwelt Priorität einräumen wird .
('address', 'problem')	('addresses', 'problem')	[('addresses', 'bezieht'), ('addresses', 'sich'), ('addresses', 'auf'), ('problem', 'Problem')]	Amendment No 16 addresses this problem , which was highlighted to me by the cabin crew themselves and even some airlines .	Änderungsantrag 16 bezieht sich auf dieses Problem , auf das ich nicht nur von den Flugbegleitern selbst , sondern auch von einigen Fluggesellschaften aufmerksam gemacht wurde .
('address', 'question')	('address', 'question')	[('address', 'uns'), ('address', 'mit'), ('question', 'Frage'), ('address', 'befassen')]	But there is a desire from consumers that we should address the question of the natural production of food .	Doch bei den Verbrauchern besteht der Wunsch , dass wir uns mit der Frage der natürlichen Herstellung von Nahrungsmitteln befassen .
('address', 'problem')	('address', 'problem')	[('address', 'sich'), ('problem', 'des'), ('problem', 'Problems'), ('address', 'annehmen')]	I detected a mood in the Council last Monday that ministers accepted the proposition that we have to abandon unilateral measures in individual Member States and go forward with the measures that address the problem on a Europe-wide basis .	Mir ist am Montag im Rat aufgefallen , dass die Minister geneigt waren , darauf einzugehen , auf unilaterale Maßnahmen in einzelnen Mitgliedstaaten zu verzichten und die Maßnahmen voranzutreiben , die sich des Problems europaweit annehmen .
('address', 'question')	('addressed', 'question')	[('addressed', 'auf'), ('addressed', 'Frage'), ('addressed', 'einging')]	I should have also mentioned earlier when I addressed the question of testing that live tests are not available yet .	Ebenfalls hätte ich vorhin , als ich auf die Frage der Tests einging , erwähnen sollen , dass Tests an lebenden Tieren bisher nicht möglich sind .
('address', 'question')	('address', 'question')	[('address', 'auf'), ('question', 'NULL'), ('address', 'einzugehen')]	Mr Graefe zu Baringdorf then asked me to address the question of a total ban of ruminant fats in animal feed .	Herr Graefe zu Baringdorf bat mich , auf das Totalverbot von Wiederkäuerfetten in Futtermitteln einzugehen .
('address', 'question')	('addressed', 'question')	[('question', 'Frage'), ('be', 'wird'), ('addressed', 'in'), ('addressed', 'Betracht'), ('addressed', 'gezogen')]	I would ask Parliament to reconsider its view on this issue , because I believe that it is of considerable importance that the question of comitology be seriously addressed in this issue .	Ich möchte das Parlament bitten , seinen diesbezüglichen Standpunkt noch einmal zu überdenken , denn ich halte es für ausgesprochen wichtig , dass die Frage des Ausschussverfahrens in diesem Zusammenhang ernsthaft in Betracht gezogen wird .
('address', 'question')	('address', 'questions')	[('address', 'auf'), ('questions', 'Fragen'), ('address', 'eingehen')]	I should now like to address some of the questions and comments made this afternoon more specifically .	Ich möchte jetzt konkret auf einige Fragen und Bemerkungen eingehen , die wir heute Nachmittag gehört haben .
('address', 'question')	('address', 'question')	[('address', 'mich'), ('question', 'der'), ('question', 'Frage'), ('address', 'zuwenden')]	I just want to address the question of why we on this side have chosen to propose a motion of rejection .	Ich möchte mich nur der Frage zuwenden , warum wir auf dieser Seite des Hauses beschlossen haben , für die Ablehnung einzutreten .
('address', 'question')	('address', 'question')	[('address', 'behandelt'), ('question', 'Frage')]	This piece of paper includes provision to make buses more accessible for disabled users , but it does not address the whole question of operating regulations for public transport systems across the European Union .	Dieses Dokument umfasst Maßnahmen , Busse für behinderte Fahrgäste besser zugänglich zu machen , aber es behandelt nicht die umfassende Frage der Vorschriften für den Betrieb öffentlicher Verkehrssysteme in der Europäischen Union .
('pose', 'question')	('posed', 'question')	[('posed', 'stellte'), ('question', 'Frage')]	Mr Paasilinna , in his written contribution , posed the question who will regulate the regulator and I think that the role of the Commission is absolutely crucial in this .	Herr Paasilinna stellte in seinem schriftlichen Beitrag die Frage , wer den Regulierer regulieren wird , und ich denke , dass die Rolle der Kommission hierbei eine absolut entscheidende Rolle spielt .
('pose', 'question')	('posing', 'question')	[('posing', 'stelle'), ('question', 'Frage')]	Mr Clegg spent an enormous amount of time just last year on the local loop unbundling rules and I am posing a separate question to you , Commissioner , to ask if you will give an indication of where already we are seeing resistance at Member State level to implementing local loop unbundling .	Herr Clegg hat erst im vergangenen Jahr ungeheuer viel Zeit auf die Regelungen zur Entbündelung lokaler Schleifen verwendet , und ich stelle Ihnen , Herr Kommissar , eine gesonderte Frage , nämlich ob Sie einen Hinweis darauf geben können , wo wir bereits Widerstand auf Seiten der Mitgliedstaaten bei der Verwirklichung der Entbündelung lokaler Schleifen sehen .
('address', 'question')	('address', 'question')	[('did', 'NULL'), ('address', 'auf'), ('question', 'Frage'), ('address', 'eingegangen')]	Equatorial Guinea is notorious in relation to that and you did not address the question .	Äquatorialguinea ist in diesem Zusammenhang nur allzu bekannt , aber Sie sind auf die Frage nicht eingegangen .
('address', 'question')	('addressing', 'question')	[('addressing', 'erörtern'), ('question', 'Frage')]	It seems extraordinary that this Parliament , which represents the people of Europe , is not addressing this question this week , given the deepening of the crisis since the Commission last spoke .	Es erscheint ungewöhnlich , dass dieses Parlament , das die Bevölkerung Europas repräsentiert , angesichts der seit der jüngsten Äußerung der Kommission eingetretenen Verschärfung der Krise nicht gedenkt , die Frage in dieser Woche zu erörtern .
('reduce', 'price')	('reducing', 'price')	[('will', 'werden'), ('be', 'werden'), ('reducing', 'reduzieren'), ('price', 'Preis')]	I heard Commissioner Lamy speaking before about trade relations with the US . Will the United States be reducing the price that they pay their farmers for their sugar as we are going to do , or are they going to continue with their very high support ?	Herr Lamy hat vorhin über die Handelsbeziehungen zu den USA referiert : werden die USA den Preis , den sie ihren Landwirten zahlen , so wie wir reduzieren , oder werden sie ihre umfangreichen Subventionen fortführen ?
('make', 'remark')	('made', 'remarks')	[('remarks', 'Ausführungen'), ('made', 'NULL')]	I agree with the remarks to that effect made by several Members and I would like to thank in particular Mrs Langenhagen for her kind words of appreciation .	Ich schließe mich den diesbezüglichen Ausführungen vieler Abgeordneter an und möchte insbesondere Frau Langenhagen für ihre freundlichen unterstützenden Worte danken .
('address', 'problem')	('addressed', 'problem')	[('problem', 'Problem'), ('addressed', 'greift'),]	The scandalous exploitation of young African footballers is a problem which I would ask you to look at again , because it does not seem to me to be addressed by the ban on inter-club transfers .	Ich möchte Sie zudem bitten , sich nochmals mit dem Problem der skandalösen Ausbeutung junger afrikanischer Fußballer zu beschäftigen , da ich den Eindruck habe , dass das Verbot des Vereinswechsels hier nicht greift .
('address', 'problem')	('address', 'problem')	[('address', 'Lösung'), ('problem', 'des'), ('problem', 'Problems')]	I recognise that this was a difficult compromise which does address the problem - the potentially disastrous consequences of absolute freedom of movement - while at the same time recognising the need to respect the new law .	Mir ist klar , dass dies ein schwieriger Kompromiss war , der zweifellos zur Lösung des Problems , nämlich der potenziell katastrophalen Folgen der absoluten Freizügigkeit , beiträgt . Gleichzeitig muss der neuen Regelung Geltung verschafft werden .
('invest', 'money')	('invest', 'money')	[('money', 'Summen'), ('invest', 'investieren')]	Clubs in my region are concerned that the money they invest in buying players will not give them a return on their investment and , as Mr Cushnahan said , they will not be interested in running football academies and in investing in the local community if they can not see a return on their investment .	Die Vereine in meiner Region befürchten , dass sich die Summen , die sie in den Kauf von Spielern investieren , möglicherweise nicht rentieren , und wie Herr Cushnahan sagte , werden sie das Interesse an den Fußballakademien und an Investitionen in den Kommunen verlieren , wenn die entsprechenden Erträge ausbleiben .
('address', 'problem')	('addressed', 'problem')	[('has', 'hat'), ('addressed', 'angesprochen'), ('problem', 'Problem')]	Mrs Müller has addressed this problem .	Frau Myller hat dieses Problem angesprochen .
('make', 'remark')	('made', 'remarks')	[('were', 'wurde'), ('made', 'hingewiesen'), ('remarks', 'darauf')]	Some remarks were made earlier this evening to the effect that client identification might be unduly cumbersome and bureaucratic .	Zu Beginn dieser Debatte wurde darauf hingewiesen , dass die Feststellung der Identität der Kunden möglicherweise zu schwierig und zu bürokratisch ist .
('address', 'problem')	('addressing', 'problem')	[('problem', 'Problem'), ('addressing', 'aufgeworfen'), ('addressing', 'wird')]	We have also presented a resolution to the Commission on narcotic drugs in March 2001 addressing the problem of the diversion of precursors for synthetic drugs and this proposal attracted wide support .	Auch haben wir der Kommission im März 2001 eine Entschließung zu Narkotika vorgelegt , in der das Problem der Abzweigung von Vorprodukten für synthetische Drogen aufgeworfen wird , und dieser Vorschlag hat breite Unterstützung gefunden .
('address', 'question')	('address', 'questions')	[('address', 'mich'), ('questions', 'fragen'), ('address', 'zuwenden')]	I would like to address the three key questions that I tried to answer in my report : Why is this so important ?	Ich möchte mich nun den drei Hauptfragen zuwenden , auf die ich in meinem Bericht eine Antwort zu geben versucht habe : Warum ist diese Forschung so wichtig ?
('make', 'remark')	('make', 'remarks')	[('make', 'machen'), ('remarks', 'Anmerkungen')]	I should like to make a few technical remarks about the report .	Ich möchte gern einige technische Anmerkungen zum Bericht machen .
('address', 'question')	('address', 'question')	[('address', 'sich'), ('address', 'widmen'), ('question', 'Frage')]	This is the first time that a broad-based international forum , like the OIE , has decided to address this question .	Damit hat sich erstmals ein internationales Forum mit einer breiten Basis , wie es das OIE ist , entschlossen , sich dieser Frage zu widmen .
('address', 'question')	('address', 'question')	[('address', 'zur'), ('question', 'Frage'), ('address', 'kommen')]	Finally , I would like to address the question of the location of the Authority .	Ich komme abschließend zur Frage des Standortes der Behörde .
('make', 'remark')	('make', 'remarks')	[('make', 'NULL'), ('remarks', 'Bemerkungen')]	I should now like to make two remarks to Mr García-Margallo y Marfil and Mrs Kauppi .	Die folgenden beiden Bemerkungen richten sich an die Adresse von Herrn García-Margallo y Marfil und Frau Kauppi .
('make', 'remark')	('made', 'remark')	[('made', 'äußerte'), ('made', 'sich'), ('remark', 'NULL')]	Mrs Kauppi made a remark about the costs of electronic signatures , in particular for small and medium-sized enterprises .	Frau Kauppi äußerte sich zu den vor allem für kleine und mittlere Unternehmen mit der elektronischen Signatur verbundenen Kosten .
